,ID,ARTIST,TITLE,BARCODE,UNIT,FORMAT,LABEL,PRICE,PRECISION,DELIVERY,STOCK,DATE
2897,M75781,Yngwie Malmsteen,Blue Lightning (Ltd. 2LP Blue Vinyl Gatefold+MP3),819873018346,1,LP,Mascot,1500,0,1,3,29.03.2019
2898,PVR004LPB,The Black Seeds,Into The Dojo,5056032325463,1,LP,Proville Records,1128,0,1,3,16.08.2019
2901,SXD 090,24 Carat Black,Ghetto: Misfortune's Wealth,29667909013,1,LP,Stax,964,0,1,1,25.10.1999
2903,1839,John Mayall,It´s All About Blues (Marbled LP),4260134478397,1,LP,Power Station,1031,0,1,1, 
2906,0414,Bob Dylan,Timeshift,4260053474142,1,LP,Power Station,1031,0,1,2, 
2908,LBJ297LP,BLACK BELT EAGLE SCOUT,AT THE PARTY WITH MY BROWN FRIENDS,648401029710,1,LP,SADDLE CREEK,1342,0,1,1,30.08.2019
2911,RGIRL114LP,DISCO INFERNO,IN DEBT,5016266114011,1,LP,ROCKET GIRL,1548,0,1,1,01.10.2017
2912,3735296,"EINAUDI,LUDOVICO",IN A TIME LAPSE,602537352968,2,LP,DECCA BLACK,1688,0,1,1,03.05.2013
2915,CRAM 272 LP,ACID ARAB,MUSIQUE DE FRANCE,876623007630,1,LP,CRAMMED DISCS,1375,0,1,1,09.07.2009
2918,CCS055-2,"JAAR,NICOLAS",SPACE IS ONLY NOISE,827170433861,1,LP,CIRCUS COMPANY,952,0,1,6,30.04.2018
2922,ZYX 56039-1,"MARLEY, BOB",The Best Of Bob Marley,90204704897,1,LP,zyx,1100,0,1,2,22.05.2015
2927,9618222,TAMINO,AMIR                      coloured lp,5060496182227,2,LP,CAROLINE RECORDS,1458,0,1,1,19.10.2018
2928,52HZ001LP,"STETSON,COLIN",PRESENTS SORROW - A REIMAGININ,5056032300200,1,LP,52 HZ,1464,0,1,1,08.04.2016
2929,MOND71,KONAMI KUKEIHA CLUB,CASTLEVANIA,5053760024590,1,LP,MONDO,1650,0,1,1,08.09.2016
2931,STS327LP,MATT KARMIL,WILL,5053760036968,1,LP,SMALLTOWN SUPERSOUND,486,0,1,1,19.04.2018
2932,WIGLP280,FRANCOIS & THE ATLAS MOUNTAINS,E VOLO LOVE,5034202028017,1,LP,Domino Records,1109,0,1,1,23.01.2012
2933,HDB083,VARIOUS ARTISTS,DECADUBS 2 EP,5055869500043,1,12',HYPERDUB,842,0,1,2, 
2935,309891,Anvil,Pound For Pound - ReRelease,693723098913,1,LP,SPV,1136,0,1,1,25.11.2011
2936,GBLP 057,Park Jiha,Communion,4030433605714,1,LP,Glitterbeat Records,1062,0,1,2,02.03.2018
2941,DS060,KING CREOSOTE&JON HOPKINS,THIRD SWAN' 7'',5034202306078,1,LP,DOMINO,165,0,1,1, 
2943,OLE10631,YO LA TENGO,EXTRA PAINFUL -DELUXE-,744861106319,1,LP,BBQ-MATADOR,2069,0,1,1,27.11.2014
2947,mir011,Johannes Klingebiel,"It’s OK To Cry (LTD300,Inlay card,Handstamped)",4251648411475,1,12',mireia,786,0,1,5,01.03.2019
2950,MRBLP194,Jungle Brown,Full Circle,7119691259819,1,LP,Mr Bongo Records,1128,0,1,3,27.09.2019
2951,gomma220,barotti,rising (1lp album),880655022011,1,LP,gomma,1030,0,1,1,20.11.2015
2954,LPMEGA24,"HEAD,MICHAELAND THE STRANDS","MAGICAL WORLD OF THE STRANDS,T",666017292014,1,LP,MEGAPHONE,1765,0,1,1,01.10.2017
2955,CAK068,TORO Y MOI,FREAKING OUT,677517006810,1,LP,CARPARK RECORDS,775,0,1,1,01.10.2017
2956,XMR074LP,TO KILL A KING,CANNIBALS WITH CUTLERY - DELUX,689492143411,1,LP,XTRA MILE RECORDINGS,1690,0,1,1,01.06.2014
2958,GBLP 054,TootArd,Laissez Passer,4030433605417,1,LP,Glitterbeat Records,1062,0,1,3,10.11.2017
2959,LULLP002,"LANGE,CONSTANTIJN",ELYSIAN FIELDS,4025858071299,1,LP,LAUT & LUISE,1905,0,1,1,18.01.2019
2960,JD30,Kirk Degiorgio,Kirk Degiorgio presents Sambatek Album Sampler,5050580613485,1,12',Far Out,561,0,1,1, 
2961,GBEP 002,Mark Ernestus vs. Ben Zabo,Remix,4030433600214,1,12',Glitterbeat Records,562,0,1,1,22.03.2013
2962,FARO199LP,Sabrina Malheiros,Clareia,5060211503542,1,LP,Far Out,1121,0,1,2, 
2965,JRLP036,KING TUBBY,DUB FROM THE ROOTS,5060135760458,1,LP,JAMAICAN RECORDINGS,1012,0,1,2,09.08.2019
2966,GBLP 082,BaBa Zula,Derin Derin,4030433608210,1,LP, ,1062,0,1,4,27.09.2019
2968,BAY106VX,Julia Kent,Temporal,843190010639,1,LP,TheLeafLabel,1195,0,1,1,25.01.2019
2975,GBLP 039,Orkesta Mendoza,¡Vamos A Guarachar!,4030433603918,1,LP,Glitterbeat Records,1062,0,1,3,07.10.2016
2976,6793403,"PETTY,TOM & THE HEARTBREAK","BEST OF EVERYTHING, THE - 1976-2016",602567934035,4,LP,GEFFEN,6412,0,1,2,01.03.2019
2978,PRED1LPX,NICK J.D HODGSON,TELL YOUR FRIENDS,5053760035916,1,LP,PREDICTION RECORDS,928,0,1,1,18.01.2018
2979,DEMREC24,GILLAN,GLORY ROAD - GILLAN - VINYL,5014797890862,1,LP,Demon,1245,0,1,1,16.03.2015
2980,PWORD2,SUSSO SEKI SINGH,ORANGE SUNSHINE,5053760039068,1,LP,Painted Word,721,0,1,1,21.06.2018
2982,0806830,"DEL REY,LANA",NORMAN FUCKING ROCKWELL|,602508068300,2,LP,POLYDOR,1856,0,1,3,30.08.2019
2984,XMR990LP,SKINNY LISTER,"DEVIL,THE HEART & THE FIGHT",5056032304765,1,LP,XTRA MILE RECORDINGS,1125,0,1,1,30.09.2016
2985,SK349LP,Radio Citizen,Silent Guid,821730034918,1,LP,SONAR KOLLEKTIV,1920,0,1,2,17.11.2017
2987,BBQLP2061,BAUHAUS,MASK -HQ/LP+CD/GATEFOLD-,607618206116,1,LP,BBQ-BEGGARS BANQUET,1305,0,1,3,14.02.2013
2991,MDR25,CINDY LEE,ACT OF TENDERNESS,5053760038931,1,LP,MAPLE DEATH RECORDS,1154,0,1,1,14.03.2018
2993,MCR926O,THIS HEAT,MADE AVAILABLE (OLIVE/SEPIA),666017328317,1,LP,MODERN CLASSICS,1895,0,1,1,28.09.2018
2995,SITW007LP,STICK IN THE WHEEL,FOLLOW THEM TRUE,5056032312272,1,LP,FROM HERE RECORDS,1351,0,1,1,26.01.2018
2996,JD31,Nina Miranda,Futebol,5060211502408,1,7',Far Out,561,0,1,1, 
2997,TWM23,PURPLE IMAGE,PURPLE IMAGE,742338383522,1,LP,TIDAL WAVES MUSIC,2149,0,1,1,25.01.2019
2998,ZEN156,EMIKA,EMIKA,5021392676166,2,LP,Ninja Tune,1444,0,1,1,02.10.2007
2999,ouie009,David Mayer,The Call,4250382436263,1,LP,ouïe,561,0,1,1,03.08.2018
3001,LITA133LP,Lee Hazlewood,Something Special,826853013314,1,LP,Light In The Attic,1726,0,1,2, 
3002,GBLP 035,Afro Haitian Experimental Orchestra,Afro Haitian Experimental Orchestra,4030433603512,1,LP,Glitterbeat Records,1062,0,1,2,24.06.2016
3003,GBLP 011,Dirtmusic,Lion City,4030433601112,1,LP,Glitterbeat Records,1062,0,1,1,28.03.2014
3004,7744189,"BLAKE,JAMES",ASSUME FORM (+ BONUSTRACK),602577441899,2,LP,POLYDOR,1781,0,1,1,10.05.2019
3008,MRBLP152,VARIOUS,ORIGINAL SOUND OF BURKINO FASO,7119691250014,1,LP,MR BONGO,1351,0,1,1,01.12.2017
3010,5796107,WOLF ALICE,DONT DELETE THE KISSES    remixed vinyl RSD 2018,5060257961078,1,LP,CAROLINE RECORDS,1125,0,1,2,19.04.2018
3011,XMR151LP,Frank Turner,POETRY OF THE DEED,5056032322639,2,LP,EMBARGOED,1665,0,1,3,31.05.2019
3012,3344366,MARVIN GAYE,STUBBORN KIND OF FELLOW,3596973443663,1,LP,WAGRAM,899,0,1,2, 
3013,RGNET1356LP,Ray Charles,The Rough Guide To Ray Charles,605633135640,1,LP,ROUGH GUIDE,602,0,1,2, 
3014,EPIT 27588-1,Quicksand,Triptych Continuum  - RSD 2018,8714092758818,1,LP,Epitaph,1125,0,1,5, 
3015,602567171577,DENNY SANDY,LIKE AN OLD FASHIONED WALTZ (COLOURED VINYL RSD),602567171577,1,LP,ISLAND,1999,0,1,1,19.04.2018
3017,HDB069,BURIAL,TRUANT / ROUGH SLEEPER,5055300368942,1,12',HYPERDUB,632,0,1,2, 
3019,PRD75281,Walter Trout,We're All In This Together (2LP 180G.Gatefold+MP3),819873015352,1,LP,Mascot,1375,0,1,1,01.09.2017
3020,DW150,VARIOUS ARTISTS,TWIN PEAKS: LIMITED EVENT SERIES SOUNDTRACK,5053760046677,1,LP,DEATH WALTZ RECORDIN,3611,0,1,1,06.06.2019
3022,ORN045,"BUG,STEVE",DIFFERENT IN DETROIT,4260544825675,1,12',ORNAMENTS,655,0,1,1,31.08.2018
3024,CAD3622,DEAD CAN DANCE,DEAD CAN DANCE,652637362213,1,LP,BBQ-4AD,1305,0,1,1,07.07.2016
3028,3358196,THE DØ,A MOUTHFUL,3596973581969,1,LP,ROM,1250,0,1,1, 
3029,MALKATUTI0015,XEN & YOVAV,ETMOL HAYOM,880319907111,1,7',MALKA TUTI,996,0,1,1,30.03.2018
3032,4AD0084LP,PIXIES,C'MON.. -COLOURED-,191400008410,1,LP,BBQ-4AD,2519,0,1,2,27.09.2018
3034,MOND151,DANNY ELFMAN,MISSION: IMPOSSIBLE,850972006629,1,LP,MONDO,2889,0,1,3,07.02.2019
3036,SMALP1034,OZRIC TENTACLES,CURIOUS CORN,636551803410,1,LP,Snapper,1414,0,1,1,13.01.2017
3040,19075835121,"Simon, Paul",The Rhythm of the Saints,190758351216,1,LP,Legacy Recordings,1452,0,1,1,31.08.2018
3044,5766937,"JOHN,ELTON",SLEEPING WITH THE PAST,602557669374,1,LP,MERCURY,1289,0,1,5,20.10.2017
3045,FUTNO26B,ALAN VEGA,ALAN VEGA (VAPID CITY - WHITE MARBLED),634158723582,1,LP,Futurismo,1340,0,1,2,04.05.2017
3049,HDBLP033,ZOMBY,ULTRA,5055300386625,1,LP,HYPERDUB,1686,0,1,1, 
3052,FP17043,Royal Trux,White Stuff (Pizza col. indie LP),767981170435,1,LP,Fat Possum,1495,0,1,1,01.03.2019
3053,UV1LP,PHYSICS HOUSE BAND,HORIZON / RAPTURE,5053760043713,1,LP,UNEARTHLY VISION,1340,0,1,1,29.11.2018
3054,3558,Melanie,Remember Woodstock (Marbled Vinyl),4260494435580,1,LP,Power Station,1031,0,1,1, 
3055,KSCOPE1011,MANSUN,SIX (Black Vinyl),802644801117,1,LP,Snapper,1414,0,1,2,22.03.2019
3056,1145511,Master,Best Of,5086617122675,1,LP,Metal Bastard Rec.,961,0,1,1,27.07.2018
3058,FEP024LP,Reginald Omas Mamode IV,Children Of Nu,4012957232416,2,LP,FIVE EASY PIECES,1920,0,1,3,03.11.2017
3064,8812173,POWERWOLF,"SACRAMENT OF SIN, THE (PICTURE VINYL) - RSD 2019",840588121731,1,LP,NAPALM RECORDS,1538,0,1,1,10.04.2019
3068,TB6133,WIM MERTENS,Struggle For Pleasure,889397106133,1,LP,TIGER BAY,1129,0,1,1, 
3069,MOVLP1761,ARBEID ADELT,JONGE HELDEN-HQ/COLOURED-,8719262002371,1,LP,MUSIC ON VINYL,1339,0,1,1,23.02.2017
3073,RTRADLP906,THE DECEMBERISTS,I'LL BE YOUR GIRL,883870090612,1,LP,Rough Trade,1595,0,1,2,15.03.2018
3075,CCC007LP,"NICHOLS,JEB LOY",COUNTRY HUSTLE,5056032306851,1,LP,CITY COUNTRY CITY,1239,0,1,1,17.03.2017
3076,7732444,EMPEROR,IN THE NIGHTSIDE ECLIPSE  RSD 2019,602577324444,1,LP,SPINEFARM,1735,0,1,2,10.04.2019
3078,DOS719H,DEAN MARTIN,Dino Latino,889397577193,1,LP,DOL,689,0,1,2, 
3079,KOMPAKT371,GAS,NARKOPOP,880319821530,1,LP,KOMPAKT,4171,0,1,2,01.10.2017
3087,SJRLP427,Lloyd McNeill,Lloyd McNeill 'Treasures',5026328004273,1,LP,Soul Jazz,1588,0,1,2,01.06.2019
3088,3347096,BOB MARLEY,SOUL REBEL,3596973470966,1,LP,WAGRAM,825,0,1,1,26.10.2017
3090,MRBLP186,TOQUINHO,TOQUINHO,7119691256016,1,LP,MR BONGO,1351,0,1,3,30.11.2018
3096,WIGLP345,PANDA BEAR,PANDA BEAR MEETS GRIM REAPER,887828034512,1,LP,Domino Records,1269,0,1,1,12.01.2015
3097,3356576,DOBET GNAHORE,MIZIKI,3596973565761,1,LP,WAGRAM,1321,0,1,1,02.05.2018
3098,JPRLP18,BELLE & SEBASTIAN,THE BBC SESSIONS,5037454198538,1,LP,JEEPSTER,1575,0,1,1,18.03.2009
3101,XMR011LP,"TURNER,FRANK",LOVE IRE & SONG,5056032305984,1,LP,XTRA MILE RECORDINGS,1351,0,1,2,09.12.2016
3103,88875150731,"Presley, Elvis",The Essential Elvis Presley,888751507319,2,LP,RCA/Legacy,1579,0,1,1,08.07.2016
3105,BRCLP001X,VARIOUS,"LONG ROAD,THE (RED VINYL)",5056032301276,1,LP,BRITISH RED CROSS,1012,0,1,1,04.03.2016
3111,HTR215LP,Sir Reg,A Sign Of The Times,7350010772156,1,LP,HEPTOWN,875,0,1,2, 
3112,RGNET1335LP,VA,The Rough Guide To East Coast Blues,605633633528,1,LP,ROUGH GUIDE,602,0,1,1, 
3113,XMR116LP,RECREATIONS,BABY BOOMERS 2,5056032302662,1,LP,XTRA MILE RECORDINGS,1351,0,1,1,06.05.2016
3114,BTMLP1,NIGHTMARES ON WAX,BACK TO MINE - NIGHTMARES ON WAX,5053760046097,1,LP,BACK TO MINE,1444,0,1,1,17.01.2019
3117,HEGRILP11,Karine Polwart,Karine Polwart's Scottish Songbook,5056032322301,1,LP,Hegri Music,1576,0,1,2,02.08.2019
3118,SIS 1071-1,"SIMONE, NINA",My Baby Just Cares For Me,90204707805,1,LP,zyx/sis,1100,0,1,1,04.12.2015
3121,3349916,JOHNNY HALLYDAY,BE BOP A LULA,3596973499165,1,LP,WAGRAM,839,0,1,1,04.04.2018
3122,CAT019LP,UFOMAMMUT,8,8166601666181,1,LP,SUPERNATURAL CAT,1310,0,1,1,22.09.2017
3123,MRBLP125,OS BRAZOES,OS BRAZOES,711969121292,1,LP,MR BONGO,1351,0,1,2,02.03.2015
3124,MRBLP128,NOVOS BAIANOS,ACABOU CHORARE,7119691238616,1,LP,MR BONGO,1389,0,1,2,20.11.2015
3125,MOVLP1068,TEMPTATIONS,GETTIN' READY,600753503829,1,LP,MUSIC ON VINYL,1451,0,1,1,26.06.2014
3127,BRPS3V,PAUL SMITH,DIAGRAMS,5053760041696,1,LP,BILLINGHAM RECORDS,1340,0,1,1,18.10.2018
3129,GBLP 060,Ammar 808,Maghreb United,4030433606018,1,LP,Glitterbeat Records,1062,0,1,2,15.06.2018
3131,STRUT128LP,Sunburst,Ave Africa,730003312816,2,LP+CD,STRUT,1920,0,1,1,24.06.2016
3134,ZYX 20536-1,"D'AGOSTINO, GIGI",L'Amour Toujours,90204523450,1,LP,zyx,1950,0,1,3,16.03.2018
3135,17094,FRACTAL UNIVERSE,Rhizomes Of Insanity (Light Yellow Vinyl  ltd. 200,39841563573,1,LP,Metal Blade,1425,0,1,1,19.04.2019
3136,TRULP337,"DELAGO,MANU",METROMONK,5060205157478,1,LP,TRU THOUGHTS,870,0,1,1,27.01.2017
3137,HDB088,VARIOUS ARTISTS,DECADUBS 5 EP,5055869500241,1,12',HYPERDUB,842,0,1,2, 
3138,CRAM 012LP,BAND APART,BAND APART,876623008019,1,LP,CRAMMED DISCS,1375,0,1,2,21.06.2019
3140,RBN068LPX,L.A. Takedown,II (DELUXE),887834006831,1,LP,Ribbon Music,1126,0,1,1,12.05.2017
3142,BF045,TAYLOR MCFERRIN,EARLY RISER,5021392931166,1,LP,Ninja Tune,1155,0,1,1,02.06.2014
3143,DAP-050LP,"JONES,SHARON & THE DAP-KINGS",SOUL OF A WOMAN,823134005013,1,LP,DAPTONE RECORDINGS,1386,0,1,1,17.11.2017
3145,PRD73771,Robert Cray Band,Nothin But Love (180 Gr.),8712725737711,1,LP,Mascot,1000,0,1,2,24.08.2012
3146,405053852078,NAZARETH,2XS -REMAST/COLOURED-,4050538520781,1,LP,ADA-SALVO,1350,0,1,4,11.10.2019
3151,PZR006LP,Christof van der Ven,You Were The Place,5056032323292,1,LP,Planet Zog Records,1239,0,1,2,06.09.2019
3152,3358696,VARIOUS ARTISTS,FUNK ALL STARS,3596973586964,1,LP,WAGRAM,825,0,1,1,29.11.2018
3153,DOCK68,SNAPPED ANKLES,VIOLATIONS,843190056866,1,12',THE LEAF LABEL,714,0,1,1,29.06.2018
3154,PRD75071,Joe Bonamassa,Live At The Greek Theatre (180Gr.Gatefold 3LP+MP3),819873013839,1,LP,Mascot,1500,0,1,1,23.09.2016
3156,NNF353,"BABBITT,BEN",PARIS WINDOW ORIGINAL SCORE,767870658013,1,LP,NOT NOT FUN,1544,0,1,2,30.08.2019
3161,17184,DESTRAGE,The Chosen One (Light Yellow Vinyl  incl. CD  ltd.,39841564716,1,LP,Metal Blade,1425,0,1,2,24.05.2019
3162,XLLP138,AVALANCHES,SINCE I LEFT YOU,634904013813,1,LP,BBQ-XL RECORDINGS,1619,0,1,1,09.11.2011
3163,CAD2809,BON IVER,"FOR EMMA, FOREVER AGO",652637280913,1,LP,BBQ-4AD,1305,0,1,3,08.05.2008
3165,ZEN229C,THE INVISIBLE,PATIENCE,5054429005349,1,LP,Ninja Tune,866,0,1,3,10.06.2016
3168,TWR002,"KOMPOZYT, LEE SCRATCH PERRY",HIDDEN FORCE,721782535459,1,7',TREES WILL REMAIN RE,631,0,1,1,29.06.2018
3170,GRLP 703,Tamikrest,Adagh,4030433770313,1,LP,Glitterbeat Records,1062,0,1,1,22.02.2010
3171,CR001VL,Andrea Benini,Drumphilla Vol.1,4260130541071,1,LP,CRISTALLINE / AGOGO,1920,0,1,1,22.06.2018
3172,VPRL4185,Dennis Brown,Visions Of Dennis Brown,54645418515,1,LP,17 NORTH PARADE/VP/JOE GIBBS,744,0,1,1,14.02.2014
3173,UTR123LPR,LUNCH LADY,ANGEL (RED VINYL),828887112339,1,LP,UPSET THE RHYTHM,1190,0,1,2,23.08.2019
3174,TAMB0138CDSGD,PALACE WINTER,WAITING FOR THE WORLD TO TURN,5056032304437,1,LP,TAMBOURHINOCEROS,1156,0,1,1,03.06.2016
3176,WIGLP267,WILD BEASTS,SMOTHER,5034202026716,1,LP,Domino Records,1109,0,1,1,09.05.2011
3181,BBQLP2135,FALL,SCHTICK - YARBLES..,607618213510,1,LP,BBQ-BEGGARS BANQUET,1305,0,1,1,21.07.2015
3182,FOMDO14,Far Out Monster Disco Orchestra,Vendetta (Al Kent Remix),5060211503139,1,12',Far Out,561,0,1,2, 
3183,FP16585,KADHJA BONET,Childqueen,767981165851,1,LP,Fat Possum,1619,0,1,2,08.06.2018
3185,FARO203LP,Sean Khan,Palmares Fantasy feat. Hermeto Pascoal,5060211503597,1,LP,Far Out,1121,0,1,2, 
3186,EPIT 27322-1,BROKEN TWIN,MAY,8714092732214,1,LP,EPITAPH,875,0,1,1, 
3187,ZYX 82853-1,VARIOUS ARTISTS,ZYX Italo Disco Collection 2,90204692675,1,LP,zyx,1350,0,1,2,13.05.2016
3193,VIPERLP135,CAPTAIN BEEFHEART & HIS MAGIC,MAGNETICISM II - THE VERY BEST,5031802061628,1,LP,VIPER,1310,0,1,3,27.09.2019
3195,CRAM 116,MINIMAL COMPACT,DEADLY WEAPONS REMIX,5410377001725,1,12',CRAMMED DISCS,875,0,1,1, 
3196,EPIT 21606-7,Divine Fits,My Love Is real,8714092160673,1,7',Epitaph,406,0,1,1, 
3197,782111,DR. DRE,The Chronic (Explicit Version),728706309318,1,LP,Death Row,1311,0,1,3,01.08.2017
3202,FPH1331-3,"Clay, Otis",Trying To Live My Life Without You (LP),767981133133,1,LP,Hi Records,1130,0,1,1,27.06.2014
3203,DOG22,ROYKSOPP,SENIOR,5060236634429,1,LP,DOG TRIUMPH,1754,0,1,2,29.11.2018
3204,MRBLP165,VARIOUS ARTISTS,MR BONGO RECORD CLUB VOL 3,7119691259017,2,LP,MR BONGO,1464,0,1,3,31.05.2019
3207,7K009LP,Luca D'Alberto,Exile,730003870910,1,LP,7K,1536,0,1,2,05.10.2018
3209,GBLP 024,Sacri Cuori,Delone,4030433602416,1,LP,Glitterbeat Records,1062,0,1,1,22.05.2015
3210,3358486,GENE VINCENT,BE-BOP- A-LULA,3596973584861,1,LP,WAGRAM,928,0,1,1,25.10.2018
3211,DOL927HG,HOWLIN' WOLF,Moanin' In The Moonlight,889397219277,1,LP,DOL,815,0,1,2, 
3212,DOL1427HP,MUDDY WATERS,The Best Of Muddy Waters (Picture Disc),889397670016,1,LP,DOL,752,0,1,2, 
3213,EPIT 27540-4,Propagandhi,Victory Lap - Indi Exclusive,8714092754049,1,LP,Epitaph,1062,0,1,1, 
3214,FEP025,Mo Kolours,Inner Symbols,4012957232508,1,LP,FIVE EASY PIECES,1384,0,1,5,22.06.2018
3215,LPSHRK7X,"HEMPOLICS,THE","KISS, CUDDLE & T (INDIE EXCL)",5056032311565,1,LP,SHARK FREE RECORDS,1336,0,1,1,08.09.2017
3216,PRD72181,Joe Bonamassa,Sloe Gin /Ltd. Vinyl Ed.,8712725721819,1,LP,Mascot,1000,0,1,2,19.06.2009
3219,HACANLP004,MONARCHY,ABNOCTO,5060091555631,1,LP,HACAN SOUNDS,1041,0,1,1,06.04.2015
3220,RROO322,U ROY,"ORIGINATOR,THE",8592735007475,1,LP,RADIATION ROOTS,1310,0,1,2,11.05.2018
3222,1142531,Various Artists,In Memory Of Lemmy-Tribute To,5580088166997,1,LP,SPV,1311,0,1,2,20.05.2016
3224,DMF128LP,The Beat Feat Ranking Roger,Live at the Roundhouse,192562327487,1,LP,DMF RECORDS,1548,0,1,2,24.11.2018
3225,HYP007,KODE9 & THE SPACEAPE,KONFUSION [VOX] / KONFUSION [DUB],823566459620,1,12',HYPERDUB,421,0,1,1, 
3226,BAY74V,POLAR BEAR,PEEPERS,843190007417,1,LP,THE LEAF LABEL,952,0,1,1,01.10.2017
3229,DW107,FRANCESCO DEMASI,FUGA DAL BRONX,5053760023968,1,LP,DEATH WALTZ RECORDIN,1960,0,1,1,08.02.2018
3231,288621,"Quatro, Suzi",No Control,886922886218,1,LP+CD,Steamhammer - Hannover,1924,0,1,1,29.03.2019
3234,CREP63,"KERBAJ,MAZEN","TRUMPET SOLO VOL. 2.1 NO CUTS,",5055869544740,1,LP,DISCREPANT RECORDS,1132,0,1,2,20.09.2019
3235,VOS002,"NORDMARK,TOMAS",ETERNAL WORDS,650384033660,1,LP,VALLEY OF SEARCH,1891,0,1,1,01.03.2019
3239,PRD73001,Joe Bonamassa,Black Rock,8712725730019,1,LP,Mascot,1000,0,1,1,19.03.2010
3246,FOMDO13,Far Out Monster Disco Orchestra,Where Do We Go (Andres/LTJ Remixes),5060211503061,1,12',Far Out,561,0,1,2, 
3247,LETV569LP,"FALL, THE",UNUTTERABLE - TESTA ROSSA MONITOR MIXES,803343197600,1,LP,LET THEM EAT VINYL,1600,0,1,1,13.04.2019
3248,BD264UO,YOUNG FATHERS,YOUNG FATHERS-WHITE MEN ARE,5054429001488,1,LP,Ninja Tune,915,0,1,1,06.04.2015
3249,17233,VOMITORY,Primal Massacre RI (OrangeRed Marbled Vinyl  ltd. ,39841448634,1,LP,Metal Blade,1425,0,1,2,07.06.2019
3250,3522,The Mamas & The Papas,For Dreamers (Marbled LP),4260494435221,1,LP,Power Station,1156,0,1,2, 
3253,RCPD013,FINK,FINK SUNDAY NIGHT BLUES CLUB VOL 1,5054429007848,1,LP,Ninja Tune,1155,0,1,1,05.05.2017
3254,COUNT080,TIGA,NO FANTASY REQUIRED,5054429004229,2,LP,Ninja Tune,1059,0,1,1,29.04.2016
3255,LMLP21,CHRIS VELASCO & SASCHA DIKICIYAN,WARHAMMER: SPACE MARINE  (ORIGINAL SOUNDTRACK),5053760046110,1,LP,Laced Records,1960,0,1,1,28.02.2019
3257,RUG438,Arctic Monkeys,Suck It And See,887829043872,1,7',Domino,352,0,1,1,09.08.2019
3258,OPPONO6LPX,LOWTIDE,SOUTHERN MIND,5053760035602,1,LP,OPPOSITE NUMBER,1364,0,1,1,07.02.2018
3259,CHARLYL219,94 EAST featuring PRINCE,94 EAST featuring PRINCE,803415821914,1,LP,Snapper,1224,0,1,2,21.10.2016
3260,CAD3231,"BYRNE, DAVID & ST. VINCEN",LOVE THIS GIANT,652637323115,1,LP,BBQ-4AD,1305,0,1,1,06.09.2012
3261,PEMBA03LP,Ady Suleiman,Thoughts & Memories Vol. 1 Mixtape,5056032321946,1,LP,Pemba,1158,0,1,2,05.04.2019
3262,3559,Sonny & Cher,The Ingenious Times (Marbled Vinyl),4260494435597,1,LP,Power Station,1031,0,1,1, 
3263,CHARLYL198,TOWNES VAN ZANDT,TEXAS RAIN,803415819812,1,LP,Snapper,1414,0,1,4,11.11.2016
3264,STRUT159LP,Orchestre Les Mangelepa,Last Band Standing,730003315916,1,LP,STRUT,1612,0,1,3,20.10.2017
3270,WIGLP260,ANNA CALVI,ANNA CALVI,5034202026013,1,LP,Domino Records,1109,0,1,1,17.01.2011
3274,GBLP 072,Altin Gün,Gece,4030433607213,1,LP,Glitterbeat Records,1062,0,1,5,26.04.2019
3277,ZEN232,MACHINEDRUM,HUMAN ENERGY,5054429005523,2,LP,Ninja Tune,1540,0,1,1,30.09.2016
3279,FM001,LE REVEIL DES TROPIQUES,LARBRE A CAMES,3516628298615,1,LP,FULL MOON,1616,0,1,2,16.08.2019
3281,NU001,ZOMES,NEAR UNISON,13964820164,1,LP,NEAR UNISON,1192,0,1,1,01.10.2017
3283,CRAM 264,AMATORSKI,HEAR ME,876623007517,1,7',CRAMMED DISCS,562,0,1,2,09.07.2009
3285,RGNET1357LP,VA,The Rough Guide To Hillbilly Blues,605633135749,1,LP,ROUGH GUIDE,602,0,1,3, 
3288,CRAM 275 LP,JUANA MOLINA,HALO,876623007715,2,LP,CRAMMED DISCS,1625,0,1,1,10.07.2009
3289,405053852070,NAZARETH,MOVE ME -REMAST/COLOURED-,4050538520705,1,LP,ADA-SALVO,1350,0,1,3,11.10.2019
3290,arma020,LVRIN/Maoupa Mazzocchetti,Split EP,4260544826962,1,12',WAS,609,0,1,4, 
3291,6795337,"SYLVIAN,DAVID",GONE TO EARTH,602567953371,2,LP,VIRGIN,2016,0,1,1,22.02.2019
3292,RR21833691,Professor Bop Presents,Down At The Ugly Men's Lounge Vol.3 (10''+CD),4251422800303,1,LP+CD,ROOF RECORDS,1094,0,1,1,07.12.2018
3294,BEC5156466,metronomy,pip paine (pay the £5000 you owe) -2LP Gatefold+CD,5060421564661,1,LP,Because Music,1311,0,1,1,01.07.2016
3296,SNDWLP008,VARIOUS,COLUMBIA! 1960-1976,827565008018,2,LP,SOUNDWAY,1288,0,1,3,09.04.2007
3297,3550,Bee Gees,Australia,4260494435504,1,LP,Power Station,1156,0,1,1, 
3298,CAD3510,COCTEAU TWINS,TINY DYNAMINE/ECHOES..-HQ,652637351019,1,LP,BBQ-4AD,1305,0,1,1,16.07.2015
3300,REWIGLP040,ROBERT WYATT,ROCK BOTTOM,5034202204015,1,LP,Domino Records,1109,0,1,2,27.10.2008
